index,date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,v1,v2
17635,2016-05-13 04:10:00,0.0,25.0,47.79,22.89,49.4,26.7,44.0,25.1,44.7,24.06666667,50.46666667,11.76333333,54.32666667,24.79,42.0,26.2,49.66,24.29,48.79,,,,,,,29.86342462,29.86342462
17636,2016-05-13 04:20:00,0.0,24.89,47.79,22.89,49.4,26.66666667,43.9,25.05,44.6175,24.0,50.32666667,11.69,54.52666667,,,26.1,49.47125,24.29,48.79,12.6,745.7666667000001,96.66666667,1.0,,12.06666667,18.23133746,18.23133746
17637,2016-05-13 04:30:00,0.0,,,,,,,,,,,,,,,,,,,12.5,745.8,96.5,1.0,36.0,,49.69280297,49.69280297
17638,2016-05-13 04:40:00,0.0,24.89,47.66333333,22.79,49.4,26.6,43.82666667,25.0,44.59,24.03333333,50.32666667,11.69,55.02666667,24.79,41.9,26.1,49.32142857,24.29,48.9,12.4,745.8333332999999,,1.0,36.33333333,11.83333333,28.16467982,28.16467982
17639,2016-05-13 04:50:00,0.0,24.89,47.59,22.79,49.4,26.6,43.82666667,25.0,44.49857143,24.0,50.29,11.6,54.79,24.79,41.79,26.1,49.272,24.29,48.9,12.3,745.8666667,96.16666667,1.0,36.66666667,11.71666667,22.46578527,22.46578527
17640,2016-05-13 05:00:00,0.0,24.89,47.5,22.754,49.356,,43.79,25.0,44.4,24.0,50.23,11.46,54.65666667,24.79,,,49.178000000000004,24.29,48.9,12.2,745.9,96.0,1.0,37.0,11.6,21.47531336,21.47531336
17641,2016-05-13 05:10:00,0.0,24.89,47.5,22.72571429,49.29,26.6,43.79,25.0,44.4,24.0,50.2,,,24.79,41.7,26.1,49.071999999999996,24.29,48.9,12.2,745.95,96.16666667,1.0,37.0,11.61666667,46.64240108,46.64240108
17642,2016-05-13 05:20:00,0.0,24.89,47.5,22.7,49.356,26.6,43.76,24.956,44.356,24.0,,11.26333333,54.7,24.79,41.62666667,26.03333333,49.0,24.29,49.0,12.2,746.0,96.33333333,1.0,37.0,11.63333333,35.05162831,35.05162831
17643,2016-05-13 05:30:00,0.0,24.89,47.43333333,22.7,49.4,26.6,43.7,24.98428571,44.29,24.0,50.09,11.26333333,54.96,24.73,41.59,26.06,48.92,24.29,49.0,12.2,746.05,96.5,1.0,37.0,11.65,28.41946267,28.41946267
17644,2016-05-13 05:40:00,0.0,24.89,47.4,22.7,49.356,26.6,43.7,24.978,44.236000000000004,24.0,50.09,11.42666667,55.39,24.79,41.53,26.0,48.9,24.29,49.0,12.2,,96.66666667,1.0,37.0,11.66666667,22.12106109,22.12106109
17645,2016-05-13 05:50:00,0.0,24.865,47.295,22.7,49.36857143,,43.62666667,24.96333333,44.2,24.0,50.09,11.5,55.66333333,24.79,41.46666667,26.0,48.88285714,24.31857143,49.16857143,12.2,746.15,96.83333333,1.0,37.0,11.68333333,21.73930616,21.73930616
17646,2016-05-13 06:00:00,0.0,24.79,47.46,22.7,49.394,26.6,43.56,24.978,44.2,24.0,50.0,11.75666667,56.06666667,24.79,41.4,26.0,49.0,24.39,49.156000000000006,12.2,746.2,97.0,1.0,37.0,11.7,24.49908111,24.49908111
17647,2016-05-13 06:10:00,0.0,24.89,47.36333333,22.7,49.59,26.46,43.3,24.89,44.2,24.0,50.0,11.96333333,56.2,24.76,41.4,25.978,48.918,24.365,49.09,12.18333333,746.25,97.33333333,1.0,40.5,11.73333333,5.710786988,5.710786988
17648,2016-05-13 06:20:00,0.0,24.89,47.29,22.736,49.5,26.35666667,43.12666667,24.89,44.2,24.0,50.0,12.03333333,56.23,24.7,41.4,25.945,48.78,24.37571429,49.25142857,12.16666667,746.3,97.66666667,1.0,44.0,11.76666667,40.40483909,40.40483909
17649,2016-05-13 06:30:00,0.0,24.89,47.23,,49.55142857,26.29,43.12666667,24.89,44.29,24.0,50.0,12.1,56.36333333,,41.43333333,25.89,,24.39,49.214,12.15,746.35,98.0,1.0,47.5,11.8,9.319893632000001,9.319893632000001
17650,2016-05-13 06:40:00,0.0,24.89,,22.79,49.656000000000006,26.29,43.0,24.89,44.35285714,24.0,50.0,12.33,56.5,24.7,41.5,25.89,48.316,24.31857143,49.11142857,12.13333333,746.4,98.33333333,1.0,51.0,11.83333333,17.18008518,17.18008518
17651,2016-05-13 06:50:00,0.0,24.89,47.36333333,22.79,49.59571429,26.39,43.0,24.89,44.478,24.0,49.93333333,12.46333333,56.56,24.79,41.5,25.89,48.11166667,,48.276,12.11666667,746.45,98.66666667,1.0,54.5,11.86666667,26.70278439,26.70278439
17652,2016-05-13 07:00:00,0.0,24.89,47.29,22.89,49.4,26.39,43.0,24.86142857,44.63714286,24.0,49.86333333,12.66666667,56.62666667,24.7,41.5,25.87,47.856,24.15571429,47.63714286,12.1,746.5,99.0,1.0,58.0,,41.75974753,41.75974753
17653,2016-05-13 07:10:00,0.0,,,,,,,,,,,,,,,,,,,12.43333333,746.55,97.16666667,1.166666667,58.5,11.93333333,33.97830123,33.97830123
17654,2016-05-13 07:20:00,0.0,24.89,47.12666667,22.95285714,49.07857143,26.39,43.16333333,24.75142857,44.79571429,24.0,49.76,13.35666667,56.96333333,24.7,41.5,25.79,47.5,24.0,47.0,12.76666667,746.6,95.33333333,1.333333333,59.0,11.96666667,13.58891065,13.58891065
17655,2016-05-13 07:30:00,0.0,24.85666667,47.43,23.02,,26.39,43.29,24.754,44.94,24.0,49.7,14.02333333,57.09,24.76,41.43333333,25.79,47.356,23.89,46.9,13.1,746.65,93.5,1.5,59.5,12.0,31.81453038,31.81453038
17656,2016-05-13 07:40:00,0.0,24.79,47.29,23.15428571,48.9,26.46333333,43.23,24.77714286,45.15285714,24.0,49.56,14.85666667,57.39,24.73,41.4,25.79,47.2675,23.95285714,46.9,13.43333333,746.7,91.66666667,1.6666666669999999,60.0,12.03333333,12.61917179,12.61917179
17657,2016-05-13 07:50:00,0.0,24.79,47.22666667,24.014,48.2,26.56666667,43.13333333,24.79,45.312,24.0,49.5,15.65666667,57.86333333,24.73,41.4,,47.18166667,24.0,46.94,13.76666667,746.75,89.83333333,1.8333333330000001,60.5,12.06666667,32.91669881,32.91669881
17658,2016-05-13 08:00:00,10.0,24.79,48.5,24.60571429,47.08142857,26.5,43.13333333,24.86142857,45.4,24.0,49.46666667,16.42666667,58.42333333,,41.4,25.736,47.09,24.02857143,46.92857143,14.1,746.8,88.0,2.0,61.0,12.1,39.89668662,39.89668662
17659,2016-05-13 08:10:00,20.0,24.79,48.76,25.014,46.34,26.8,44.26666667,24.89,45.5,24.0,49.4,17.075,55.8225,24.76,41.46666667,25.7,47.09,24.1,46.9,14.4,746.85,86.83333333,2.166666667,54.16666667,12.2,41.92007225,41.92007225
17660,2016-05-13 08:20:00,20.0,24.79,48.62666667,,45.47142857,27.19333333,45.19333333,24.945,45.575,24.0,49.46333333,17.86666667,47.99333333,24.76,41.5,25.7,47.20428571,24.15714286,46.83714286,14.7,746.9,85.66666667,2.333333333,47.33333333,12.3,45.27715093,45.27715093
17661,2016-05-13 08:30:00,20.0,24.79,48.49,25.974,44.17,27.56666667,45.26,25.04,45.59,24.0,49.53,18.16333333,36.19333333,24.76,41.56,25.68,47.152,24.2,46.714,,,,,,,18.71198559,18.71198559
17662,2016-05-13 08:40:00,20.0,,,,,,,,,,,,,,,,,,,15.3,747.0,83.33333333,2.666666667,33.66666667,12.5,46.31390985,46.31390985
17663,2016-05-13 08:50:00,30.0,,,,,,,,,,,,,,,,,,,15.6,747.05,82.16666667,2.833333333,26.83333333,12.6,12.05794987,12.05794987
17664,2016-05-13 09:00:00,20.0,24.7,48.09,27.535999999999998,41.693999999999996,28.14,44.513999999999996,25.26428571,45.36857143,24.0,49.7,18.66666667,31.63333333,24.7,41.66333333,25.5,46.536,24.236,46.2,15.9,747.1,81.0,3.0,20.0,12.7,42.98316535,42.98316535
17665,2016-05-13 09:10:00,20.0,24.7,48.09,27.82666667,40.89666667,,44.15285714,25.39,,24.0,49.62666667,19.06666667,30.02333333,24.7,41.66333333,25.5,46.56428571,24.2,46.09,16.08333333,747.15,80.16666667,3.166666667,20.33333333,12.7,7.169884013,7.169884013
17666,2016-05-13 09:20:00,20.0,,,,,,,,,,,,,,,,,,,16.26666667,747.2,79.33333333,3.333333333,20.66666667,12.7,30.57677912,30.57677912
17667,2016-05-13 09:30:00,20.0,,,,,,,,,,,,,,,,,,,16.45,747.25,78.5,3.5,21.0,12.7,43.77232005,43.77232005
17668,2016-05-13 09:40:00,30.0,24.79,48.29,28.73,39.29666667,,43.0,25.57142857,45.09,24.0,49.59,19.5,25.5,,41.9,25.39,46.9,24.2,46.29,16.63333333,747.3,77.66666667,3.666666667,21.33333333,12.7,22.10964212,22.10964212
17669,2016-05-13 09:50:00,20.0,24.79,48.29,28.85666667,38.89,27.6,42.78428571,25.6,45.09,24.0,49.66333333,19.6,23.16666667,,41.9,25.39,46.9,24.2,46.2,16.81666667,747.35,76.83333333,3.833333333,21.66666667,,34.78999102,34.78999102
17670,2016-05-13 10:00:00,20.0,24.79,48.26,29.1,,27.5,42.536,25.64285714,45.09,24.0,49.59,19.79333333,21.63333333,24.73,41.9,25.39,46.9,24.2,46.10571429,17.0,747.4,76.0,4.0,22.0,12.7,34.30372052,34.30372052
17671,2016-05-13 10:10:00,20.0,24.79,48.2,,38.59666667,27.45285714,42.47142857,25.62,45.036,24.03333333,49.59,20.03333333,19.56666667,24.79,41.82666667,25.34714286,46.85285714,24.2,46.071999999999996,17.3,747.4333333,75.66666667,3.833333333,22.16666667,12.93333333,38.75822946,38.75822946
17672,2016-05-13 10:20:00,20.0,24.82333333,48.2,29.2,38.36333333,27.39,42.333999999999996,25.7,45.0,24.03333333,,20.36666667,19.49333333,24.79,41.845,25.29,46.938,24.2,46.09571429,17.6,747.4666667,75.33333333,3.666666667,22.33333333,13.16666667,0.321625953,0.321625953
17673,2016-05-13 10:30:00,20.0,24.89,48.2,29.2,38.23,27.30428571,42.45714286,25.7,44.9,24.0,49.5,20.69666667,16.76,24.79,42.03,25.29,47.12142857,24.29,46.4,17.9,,75.0,3.5,22.5,13.4,35.27691171,35.27691171
17674,2016-05-13 10:40:00,30.0,24.89,48.2,29.26,38.2,27.2225,42.4875,25.7,44.92857143,24.06666667,49.56,20.96333333,13.49333333,24.79,42.03,25.29,47.2,24.29,46.4,18.2,747.5333333,74.66666667,3.333333333,22.66666667,13.63333333,39.88803931,39.88803931
17675,2016-05-13 10:50:00,20.0,24.89,48.12666667,,38.12666667,27.16,42.4,25.7,44.878,24.1,49.5,21.23333333,9.926666667000001,24.79,42.0,25.23857143,,24.29,46.29285714,18.5,,74.33333333,3.166666667,22.83333333,13.86666667,7.480011403,7.480011403
17676,2016-05-13 11:00:00,20.0,24.89,48.06,,37.96333333,27.12857143,42.4,25.7,44.72571429,24.1,49.43333333,21.5,8.793333333,24.79,42.0,25.2,47.218,24.29,46.2,18.8,,74.0,3.0,,14.1,4.740303906,4.740303906
17677,2016-05-13 11:10:00,20.0,,,,,,,,,,,,,,,,,,,19.03333333,747.6333333,72.5,3.333333333,,13.98333333,28.0383265,28.0383265
17678,2016-05-13 11:20:00,20.0,25.0,48.5,28.82333333,38.1,27.11428571,42.91,25.75142857,44.83714286,24.06666667,49.33333333,21.96333333,4.96,24.89,42.0,25.2,47.29,24.29,46.2,19.26666667,747.6666667000001,71.0,,24.66666667,13.86666667,4.79905894,4.79905894
17679,2016-05-13 11:30:00,0.0,25.06666667,48.7,,38.2,27.296,43.42,25.81,44.79,24.1,49.4,22.145,4.39,24.89,41.96666667,25.2,47.35285714,24.29,46.26714286,19.5,747.7,69.5,4.0,,13.75,25.43131303,25.43131303
17680,2016-05-13 11:40:00,0.0,25.1,48.39,28.7,38.26,27.6,43.97142857,25.89,44.72571429,24.1,49.4,22.46333333,4.196666667,,,25.2,47.46,24.29,46.42,19.73333333,747.7333332999999,68.0,4.333333333,26.33333333,13.63333333,14.2717997,14.2717997
17681,2016-05-13 11:50:00,0.0,25.16666667,48.79666667,28.56666667,38.56666667,27.89,44.053999999999995,25.89,44.59,24.1,49.5,22.39,3.656666667,24.89,41.93333333,25.2,47.56428571,24.36142857,46.52571429,19.96666667,747.7666667000001,66.5,4.666666667,27.16666667,13.51666667,0.532457954,0.532457954
17682,2016-05-13 12:00:00,0.0,25.2,48.86333333,28.5,38.76,28.11142857,44.37142857,25.89,44.53857143,24.1,49.5,22.42666667,3.166666667,24.89,42.0,25.2,47.59,24.39,46.7,20.2,747.8,65.0,,28.0,13.4,30.00704359,30.00704359
17683,2016-05-13 12:10:00,0.0,25.26,48.65666667,28.35666667,38.82666667,28.35,44.378,25.87,44.5,24.1,49.59,22.63333333,2.76,24.89,41.93333333,25.17142857,47.69714286,24.39,,20.36666667,747.8333332999999,64.5,4.833333333,28.0,,41.53331278,41.53331278
17684,2016-05-13 12:20:00,0.0,25.42666667,48.56666667,28.29,38.9,28.36142857,43.96571429,25.79,44.42857143,,49.59,22.7,1.726666667,24.89,41.93333333,25.2,47.79,24.39,46.678000000000004,20.53333333,747.8666667,64.0,,28.0,13.46666667,25.52988301,25.52988301
17685,2016-05-13 12:30:00,0.0,,48.43333333,28.2,39.0,,43.254,25.79,44.356,24.1,49.7,22.7,1.133333333,25.0,41.9,,47.79,24.39,46.59,20.7,747.9,63.5,,28.0,13.5,13.35825414,13.35825414
17686,2016-05-13 12:40:00,0.0,25.6,47.95,28.13333333,39.06,28.19571429,42.53428571,25.79,,24.1,49.59,22.82333333,1.333333333,25.0,41.82666667,25.2,47.7,24.39,46.59,20.86666667,747.9333333,63.0,4.333333333,28.0,13.53333333,7.705689932,7.705689932
17687,2016-05-13 12:50:00,0.0,25.7,47.6,28.1,39.16333333,27.956,42.193999999999996,25.79,44.178000000000004,24.1,49.59,22.82333333,1.0,25.0,41.76,25.18571429,47.62428571,24.39,46.45571429,21.03333333,747.9666667,62.5,4.166666667,28.0,13.56666667,45.79269306,45.79269306
17688,2016-05-13 13:00:00,0.0,25.7,47.46666667,28.03333333,,28.1,42.79,25.79,44.09,24.1,49.5,23.03333333,1.0,25.0,41.62666667,25.16,47.553999999999995,24.39,46.316,21.2,748.0,62.0,4.0,28.0,13.6,16.76565279,16.76565279
17689,2016-05-13 13:10:00,0.0,25.7,47.2,27.89,38.79,28.374000000000002,42.833999999999996,25.79,44.0,24.1,,23.29333333,1.0,25.1,41.46666667,25.15714286,47.52571429,24.42142857,46.22571429,21.21666667,747.9833332999999,61.0,4.166666667,28.16666667,13.35,36.46188031,36.46188031
17690,2016-05-13 13:20:00,0.0,25.76,47.12666667,27.89,38.73,28.6,42.67857143,25.79,43.91666667,24.13333333,,23.66333333,1.0,,41.32666667,25.15,47.245,,46.036,21.23333333,747.9666667,60.0,4.333333333,28.33333333,13.1,8.459953032,8.459953032
17691,2016-05-13 13:30:00,0.0,25.82333333,47.19666667,27.79,38.86,28.58,42.298,25.79,43.75428571,24.2,49.2,,1.0,25.2,41.13333333,25.12857143,47.26428571,24.43714286,46.04,21.25,747.95,59.0,4.5,28.5,12.85,1.125066611,1.125066611
17692,2016-05-13 13:40:00,0.0,25.96333333,46.79,27.79,39.0,28.42142857,41.89714286,25.79,43.66,24.2,49.06,23.8,1.0,25.2,40.875,25.11428571,47.14857143,24.5,45.994,,,,,,,23.91063452,23.91063452
17693,2016-05-13 13:50:00,0.0,26.03333333,45.82333333,27.7,38.96666667,28.35,41.12,25.75142857,43.47142857,24.2,48.93333333,24.06666667,1.0,25.26,40.5,25.14,46.878,24.45285714,,21.28333333,747.9166667000001,57.0,4.833333333,28.83333333,12.35,31.66209747,31.66209747
17694,2016-05-13 14:00:00,0.0,26.1,45.15666667,27.63333333,38.76666667,,40.61142857,25.754,43.356,24.2,48.63333333,,1.0,25.29,40.16333333,25.1,46.59285714,24.456,45.156000000000006,21.3,747.9,56.0,5.0,29.0,12.1,12.13762534,12.13762534
17695,2016-05-13 14:10:00,0.0,,44.19666667,27.5,38.59,28.12,39.878,25.7,43.21285714,24.2,48.36,24.0,1.0,25.35666667,39.89,25.1,46.356,24.40571429,44.72714286,21.6,747.8833333,54.16666667,,30.83333333,11.85,48.09555227,48.09555227
17696,2016-05-13 14:20:00,0.0,26.26,43.93,27.5,38.53,28.0,39.61142857,25.7,43.11600000000001,24.2,48.1,24.0,1.0,25.42666667,,25.12857143,45.98142857,24.5,44.596000000000004,21.9,,52.33333333,5.333333333,32.66666667,11.6,25.53868528,25.53868528
17697,2016-05-13 14:30:00,0.0,26.26,43.66,27.35666667,38.2,28.04,39.834,25.7,43.0,24.2,47.76666667,23.86,1.0,,39.36,25.1,45.61600000000001,24.5,,22.2,747.85,50.5,5.5,34.5,11.35,17.38856932,17.38856932
17698,2016-05-13 14:40:00,10.0,26.2,43.52666667,27.2225,38.2,28.33571429,39.83714286,25.7,42.856,24.23,47.59,23.85666667,1.0,25.53333333,39.1,25.1,45.31428571,24.434,44.036,22.5,,48.66666667,,36.33333333,,18.8808371,18.8808371
17699,2016-05-13 14:50:00,0.0,,,,,,,,,,,,,,,,,,,22.8,747.8166667,,5.833333333,38.16666667,10.85,9.060611227,9.060611227
17700,2016-05-13 15:00:00,0.0,26.2,43.43333333,27.06666667,38.29,28.67142857,39.09571429,25.7,42.571999999999996,24.23,47.16333333,23.63333333,1.0,25.63333333,38.43,25.15714286,43.89285714,24.5,43.1225,23.1,747.8,45.0,,40.0,10.6,24.95295153,24.95295153
17701,2016-05-13 15:10:00,0.0,26.16666667,43.26,26.92666667,38.03,28.83,38.754,25.7,42.47142857,24.29,46.96333333,,1.0,25.7,38.23,,43.552,24.5,42.958,23.1,747.8333332999999,45.0,6.166666667,40.0,10.58333333,15.44350708,15.44350708
17702,2016-05-13 15:20:00,0.0,26.1,43.2,26.89,38.0,28.95285714,38.82571429,25.7,42.29,24.29,46.72333333,23.85666667,1.0,25.73,37.93,25.12857143,43.34285714,24.5,42.86857143,23.1,747.8666667,45.0,,40.0,10.56666667,33.92954688,33.92954688
17703,2016-05-13 15:30:00,0.0,26.1,,26.82333333,38.06,29.06666667,38.7,25.65714286,42.21285714,24.29,46.53,23.85666667,1.0,25.79,37.73,25.2,42.71,24.5,42.62,23.1,747.9,45.0,,40.0,10.55,39.70971227,39.70971227
17704,2016-05-13 15:40:00,0.0,26.1,42.8,26.76,38.09,29.1,38.23857143,25.68,42.11600000000001,,46.36333333,23.79,1.0,25.82333333,37.43,25.18571429,42.75142857,24.5,42.39571429,23.1,,,6.666666667,40.0,10.53333333,18.36302859,18.36302859
17705,2016-05-13 15:50:00,0.0,,42.36333333,26.7,38.09,28.99714286,37.58285714,25.6,42.0,24.29,46.15666667,23.85666667,1.0,25.89,37.23,25.12,43.04,24.5,42.22,23.1,747.9666667,45.0,6.833333333,,10.51666667,21.67047821,21.67047821
17706,2016-05-13 16:00:00,0.0,26.1,42.03,26.56666667,38.06,28.7,37.036,25.6,41.96,24.29,45.995,23.73,1.0,25.89,37.06,25.2,43.64,24.5,41.78285714,23.1,748.0,45.0,7.0,40.0,10.5,49.18428161,49.18428161
17707,2016-05-13 16:10:00,0.0,26.1,41.745,26.5,38.0,28.76571429,,25.6,41.80571429,24.29,45.72333333,23.63333333,1.0,25.89,37.0,25.236,44.09,24.5,42.58,23.1,748.0166667000001,45.0,7.0,,10.5,21.22586907,21.22586907
17708,2016-05-13 16:20:00,0.0,26.1,41.82666667,26.46333333,38.0,28.956,37.978,25.6,41.79,,45.53,23.63333333,1.0,25.89,36.96666667,25.37571429,43.89285714,24.5,42.65571429,23.1,748.0333333,45.0,7.0,40.0,10.5,20.28192298,20.28192298
17709,2016-05-13 16:30:00,0.0,26.1,41.82666667,26.39,38.06,29.07142857,37.99714286,25.6,41.79,24.39,45.36333333,23.63333333,1.0,25.96333333,37.16,25.39,43.696000000000005,24.5,42.536,23.1,748.05,45.0,7.0,40.0,10.5,9.815000626,9.815000626
17710,2016-05-13 16:40:00,0.0,26.1,41.7,26.29,38.09,,37.656,25.6,41.7,24.46333333,45.29,23.63333333,1.0,26.0,37.2,,43.39714286,24.5,,23.1,748.0666667,45.0,7.0,40.0,10.5,26.35109351,26.35109351
17711,2016-05-13 16:50:00,0.0,26.1,41.62666667,26.29,38.09,29.19857143,37.52428571,25.6,41.72571429,24.66666667,53.56666667,23.43,,25.92666667,36.92666667,25.39,43.254,24.5,42.09,,,,,,,44.6856704,44.6856704
17712,2016-05-13 17:00:00,0.0,26.1,41.5,26.29,38.09,,37.316,25.56,41.7,25.46666667,74.22666667,23.23,1.0,25.89,,25.45285714,43.39714286,24.5,42.04714286,23.1,748.1,45.0,7.0,,10.5,45.77622579,45.77622579
17713,2016-05-13 17:10:00,0.0,26.03333333,41.56,26.29,38.09,29.2,37.09571429,25.6,41.7,25.35666667,77.25666667,22.9,1.0,25.89,,,44.098,24.5,41.596000000000004,22.86666667,748.15,45.33333333,7.5,38.16666667,10.36666667,20.18981124,20.18981124
